country,year,country_year,q1_index_measure,q1_macro_appointment_procedures_ind_measure,q1_micro_appointment_judges_ind_measure,q1_micro_appointment_court_presidents_ind_measure,q1_micro_appointment_veto_ind_measure,q1_macro_selection_criteria_ind_measure,q1_micro_selection_predetermined_law_ind_measure,q1_micro_selection_intl_standards_ind_measure,q1_micro_transparency_appeal_ind_measure,q1_macro_professional_rights_ind_measure,q1_micro_judge_tenure_ind_measure,q1_micro_judge_immunity_ind_measure,q1_micro_judge_salary_ind_measure,q1_macro_professional_obligations_ind_measure,q1_micro_disciplinary_proceedings_law_ind_measure,q1_micro_disciplinary_proceedings_actors_ind_measure,q1_micro_conflict_recusal_evaluation_ind_measure,q1_macro_judicial_administration_ind_measure,q1_micro_judicial_self_governance_bodies_ind_measure,q1_micro_judicial_self_governance_competences_ind_measure,q1_micro_courts_administration_ind_measure,q2_index_measure,q2_macro_appointment_procedures_ind_measure,q2_micro_appointment_judges_court_presidents_ind_measure,q2_micro_selection_criteria_transparency_ind_measure,q2_macro_professional_rights_ind_measure,q2_micro_judge_tenure_ind_measure,q2_micro_judge_immunity_ind_measure,q2_micro_judge_salary_ind_measure,q2_macro_professional_obligations_ind_measure,q2_micro_disciplinary_proceedings_law_ind_measure,q2_micro_disciplinary_proceedings_actors_ind_measure,q2_micro_conflict_recusal_evaluation_ind_measure,q2_macro_court_functioning_ind_measure,q2_micro_courts_organization_functioning_ind_measure,q2_micro_courts_administration_budget_ind_measure
Bulgaria,2019,Bulgaria_2019,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0,0.74,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.8,0.6,1.0
Bulgaria,2020,Bulgaria_2020,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0,0.74,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.8,0.6,1.0
Bulgaria,2021,Bulgaria_2021,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0,0.74,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.8,0.6,1.0
Bulgaria,2022,Bulgaria_2022,0.88,0.94,1.0,0.83,1.0,0.92,1.0,0.75,1.0,0.88,0.88,0.75,1.0,0.89,1.0,0.66,1.0,0.78,0.67,0.67,1.0,0.74,0.94,1.0,0.89,0.89,1.0,0.67,1.0,0.33,0.0,0.0,1.0,0.8,0.6,1.0
Croatia,2000,Croatia_2000,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0,0.68,0.71,0.42,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.9,1.0,0.8
Croatia,2001,Croatia_2001,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0,0.68,0.71,0.42,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.9,1.0,0.8
Croatia,2002,Croatia_2002,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0,0.68,0.71,0.42,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.9,1.0,0.8
Croatia,2003,Croatia_2003,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0,0.66,0.71,0.42,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2004,Croatia_2004,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0,0.66,0.71,0.42,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2005,Croatia_2005,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0,0.66,0.71,0.42,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2006,Croatia_2006,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0,0.66,0.71,0.42,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2007,Croatia_2007,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0,0.66,0.71,0.42,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2008,Croatia_2008,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0,0.66,0.71,0.42,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2009,Croatia_2009,0.77,0.5,0.5,0.0,1.0,0.71,1.0,0.88,0.25,0.92,0.75,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0,0.66,0.71,0.42,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2010,Croatia_2010,0.86,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0,0.66,0.75,0.5,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2011,Croatia_2011,0.86,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.79,0.88,0.83,0.67,0.94,0.83,1.0,1.0,0.66,0.75,0.5,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2012,Croatia_2012,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0,0.66,0.75,0.5,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2013,Croatia_2013,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0,0.66,0.75,0.5,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2014,Croatia_2014,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0,0.66,0.75,0.5,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2015,Croatia_2015,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0,0.66,0.75,0.5,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2016,Croatia_2016,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0,0.66,0.75,0.5,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2017,Croatia_2017,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0,0.66,0.75,0.5,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2018,Croatia_2018,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0,0.66,0.75,0.5,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2019,Croatia_2019,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0,0.66,0.75,0.5,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2020,Croatia_2020,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0,0.66,0.75,0.5,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2021,Croatia_2021,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0,0.66,0.75,0.5,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Croatia,2022,Croatia_2022,0.88,0.61,0.5,0.33,1.0,1.0,1.0,1.0,1.0,0.96,0.88,1.0,1.0,0.9,0.88,0.83,1.0,0.94,0.83,1.0,1.0,0.66,0.75,0.5,1.0,0.78,1.0,0.33,1.0,0.33,0.0,0.0,1.0,0.8,0.8,0.8
Cyprus,2000,Cyprus_2000,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2001,Cyprus_2001,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2002,Cyprus_2002,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2003,Cyprus_2003,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2004,Cyprus_2004,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2005,Cyprus_2005,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2006,Cyprus_2006,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2007,Cyprus_2007,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2008,Cyprus_2008,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2009,Cyprus_2009,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2010,Cyprus_2010,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2011,Cyprus_2011,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2012,Cyprus_2012,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2013,Cyprus_2013,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2014,Cyprus_2014,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2015,Cyprus_2015,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2016,Cyprus_2016,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2017,Cyprus_2017,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2018,Cyprus_2018,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2019,Cyprus_2019,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2020,Cyprus_2020,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2021,Cyprus_2021,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Cyprus,2022,Cyprus_2022,0.77,0.44,0.67,0.33,0.33,0.83,1.0,1.0,0.5,0.92,0.75,1.0,1.0,0.86,1.0,0.58,1.0,0.78,0.67,0.67,1.0,0.73,0.75,0.5,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4
Czechia,2000,Czechia_2000,0.55,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.83,0.5,1.0,1.0,0.69,1.0,0.75,0.33,0.5,0.5,0.0,1.0,0.69,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.44,0.25,0.75,0.33,0.8,0.8,0.8
Czechia,2001,Czechia_2001,0.55,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.83,0.5,1.0,1.0,0.69,1.0,0.75,0.33,0.5,0.5,0.0,1.0,0.69,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.44,0.25,0.75,0.33,0.8,0.8,0.8
Czechia,2002,Czechia_2002,0.56,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.65,0.88,0.75,0.33,0.5,0.5,0.0,1.0,0.72,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.56,0.25,0.75,0.67,0.8,0.8,0.8
Czechia,2003,Czechia_2003,0.56,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.65,0.88,0.75,0.33,0.5,0.5,0.0,1.0,0.72,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.56,0.25,0.75,0.67,0.8,0.8,0.8
Czechia,2004,Czechia_2004,0.56,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.65,0.88,0.75,0.33,0.5,0.5,0.0,1.0,0.72,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.56,0.25,0.75,0.67,0.8,0.8,0.8
Czechia,2005,Czechia_2005,0.56,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.65,0.88,0.75,0.33,0.5,0.5,0.0,1.0,0.72,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.56,0.25,0.75,0.67,0.8,0.8,0.8
Czechia,2006,Czechia_2006,0.56,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.65,0.88,0.75,0.33,0.5,0.5,0.0,1.0,0.72,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.56,0.25,0.75,0.67,0.8,0.8,0.8
Czechia,2007,Czechia_2007,0.56,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.65,0.88,0.75,0.33,0.5,0.5,0.0,1.0,0.72,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.56,0.25,0.75,0.67,0.8,0.8,0.8
Czechia,2008,Czechia_2008,0.53,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.5,0.5,0.0,1.0,0.72,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.56,0.25,0.75,0.67,0.8,0.8,0.8
Czechia,2009,Czechia_2009,0.53,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.5,0.5,0.0,1.0,0.72,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.56,0.25,0.75,0.67,0.8,0.8,0.8
Czechia,2010,Czechia_2010,0.53,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.5,0.5,0.0,1.0,0.72,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.56,0.25,0.75,0.67,0.8,0.8,0.8
Czechia,2011,Czechia_2011,0.53,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.5,0.5,0.0,1.0,0.72,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.56,0.25,0.75,0.67,0.8,0.8,0.8
Czechia,2012,Czechia_2012,0.53,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.5,0.5,0.0,1.0,0.72,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.56,0.25,0.75,0.67,0.8,0.8,0.8
Czechia,2013,Czechia_2013,0.53,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.5,0.5,0.0,1.0,0.74,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.56,0.25,0.75,0.67,0.9,0.8,1.0
Czechia,2014,Czechia_2014,0.53,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.5,0.5,0.0,1.0,0.74,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.56,0.25,0.75,0.67,0.9,0.8,1.0
Czechia,2015,Czechia_2015,0.53,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.5,0.5,0.0,1.0,0.74,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.56,0.25,0.75,0.67,0.9,0.8,1.0
Czechia,2016,Czechia_2016,0.53,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.51,0.62,0.58,0.33,0.5,0.5,0.0,1.0,0.74,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.56,0.25,0.75,0.67,0.9,0.8,1.0
Czechia,2017,Czechia_2017,0.55,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.62,0.62,0.58,0.67,0.5,0.5,0.0,1.0,0.77,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.67,0.25,0.75,1.0,0.9,0.8,1.0
Czechia,2018,Czechia_2018,0.55,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.62,0.62,0.58,0.67,0.5,0.5,0.0,1.0,0.77,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.67,0.25,0.75,1.0,0.9,0.8,1.0
Czechia,2019,Czechia_2019,0.55,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.62,0.62,0.58,0.67,0.5,0.5,0.0,1.0,0.77,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.67,0.25,0.75,1.0,0.9,0.8,1.0
Czechia,2020,Czechia_2020,0.55,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.62,0.62,0.58,0.67,0.5,0.5,0.0,1.0,0.77,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.67,0.25,0.75,1.0,0.9,0.8,1.0
Czechia,2021,Czechia_2021,0.55,0.06,0.0,0.17,0.0,0.67,1.0,1.0,0.0,0.92,0.75,1.0,1.0,0.62,0.62,0.58,0.67,0.5,0.5,0.0,1.0,0.77,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.67,0.25,0.75,1.0,0.9,0.8,1.0
Czechia,2022,Czechia_2022,0.59,0.06,0.0,0.17,0.0,0.75,1.0,1.0,0.25,0.92,0.75,1.0,1.0,0.73,0.62,0.58,1.0,0.5,0.5,0.0,1.0,0.77,0.62,0.67,0.56,0.89,1.0,0.67,1.0,0.67,0.25,0.75,1.0,0.9,0.8,1.0
Estonia,2000,Estonia_2000,0.71,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.92,0.75,1.0,1.0,0.88,0.88,0.75,1.0,0.33,0.0,0.0,1.0,0.81,0.78,0.67,0.89,0.67,0.0,1.0,1.0,0.88,0.88,0.75,1.0,0.9,1.0,0.8
Estonia,2001,Estonia_2001,0.71,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.92,0.75,1.0,1.0,0.88,0.88,0.75,1.0,0.33,0.0,0.0,1.0,0.81,0.78,0.67,0.89,0.67,0.0,1.0,1.0,0.88,0.88,0.75,1.0,0.9,1.0,0.8
Estonia,2002,Estonia_2002,0.84,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,0.88,0.92,1.0,0.82,0.67,0.78,1.0,0.82,0.78,0.67,0.89,0.67,0.0,1.0,1.0,0.92,1.0,0.75,1.0,0.9,1.0,0.8
Estonia,2003,Estonia_2003,0.84,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,0.88,0.92,1.0,0.82,0.67,0.78,1.0,0.82,0.78,0.67,0.89,0.67,0.0,1.0,1.0,0.92,1.0,0.75,1.0,0.9,1.0,0.8
Estonia,2004,Estonia_2004,0.84,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,0.88,0.92,1.0,0.82,0.67,0.78,1.0,0.82,0.78,0.67,0.89,0.67,0.0,1.0,1.0,0.92,1.0,0.75,1.0,0.9,1.0,0.8
Estonia,2005,Estonia_2005,0.84,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,1.0,1.0,1.0,1.0,0.93,0.88,0.92,1.0,0.82,0.67,0.78,1.0,0.82,0.78,0.67,0.89,0.67,0.0,1.0,1.0,0.92,1.0,0.75,1.0,0.9,1.0,0.8
Estonia,2006,Estonia_2006,0.83,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.96,0.88,1.0,1.0,0.93,0.88,0.92,1.0,0.82,0.67,0.78,1.0,0.82,0.78,0.67,0.89,0.67,0.0,1.0,1.0,0.92,1.0,0.75,1.0,0.9,1.0,0.8
Estonia,2007,Estonia_2007,0.83,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.96,0.88,1.0,1.0,0.93,0.88,0.92,1.0,0.82,0.67,0.78,1.0,0.82,0.78,0.67,0.89,0.67,0.0,1.0,1.0,0.92,1.0,0.75,1.0,0.9,1.0,0.8
Estonia,2008,Estonia_2008,0.83,0.72,0.83,0.33,1.0,0.72,1.0,1.0,0.17,0.96,0.88,1.0,1.0,0.93,0.88,0.92,1.0,0.82,0.67,0.78,1.0,0.82,0.78,0.67,0.89,0.67,0.0,1.0,1.0,0.92,1.0,0.75,1.0,0.9,1.0,0.8
